#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested
0,Tue Nov 19 11:36:21 EST 2019,100,100,Assignment5Suite,AddEdgeTest0+ AddEdgeTest1+ AddEdgeTest2+ AddEdgeTest3+ AddEdgeTest4+ AddNodeTest0+ AddNodeTest1+ AddNodeTest2+ DelEdgeTest0+ DelEdgeTest1+ DelEdgeTest2+ DelNodeTest0+ DelNodeTest1+ DelNodeTest2+ NumEdgeTest0+ NumEdgeTest1+ NumNodeTest0+ NumNodeTest1+ , , , ,
1,Tue Nov 19 12:29:10 EST 2019,100,0,Assignment5Suite,AddEdgeTest0 AddEdgeTest1 AddEdgeTest2 AddEdgeTest3 AddEdgeTest4 AddNodeTest0 AddNodeTest1 AddNodeTest2 DelEdgeTest0 DelEdgeTest1 DelEdgeTest2 DelNodeTest0 DelNodeTest1 DelNodeTest2 NumEdgeTest0 NumEdgeTest1 NumNodeTest0 NumNodeTest1 , , , ,
2,Tue Nov 19 12:41:25 EST 2019,94,-6,Assignment5Suite,AddEdgeTest0 AddEdgeTest1 AddEdgeTest2 AddEdgeTest3 AddEdgeTest4 AddNodeTest0 AddNodeTest1 DelEdgeTest0 DelEdgeTest1 DelEdgeTest2 DelNodeTest0 DelNodeTest1 DelNodeTest2 NumEdgeTest0 NumEdgeTest1 NumNodeTest0 NumNodeTest1 , ,AddNodeTest2- , ,
3,Tue Nov 19 12:41:42 EST 2019,94,0,Assignment5Suite,AddEdgeTest0 AddEdgeTest1 AddEdgeTest2 AddEdgeTest3 AddEdgeTest4 AddNodeTest0 AddNodeTest1 DelEdgeTest0 DelEdgeTest1 DelEdgeTest2 DelNodeTest0 DelNodeTest1 DelNodeTest2 NumEdgeTest0 NumEdgeTest1 NumNodeTest0 NumNodeTest1 , ,AddNodeTest2 , ,
4,Tue Nov 19 12:51:17 EST 2019,94,0,Assignment5Suite,AddEdgeTest0 AddEdgeTest1 AddEdgeTest2 AddEdgeTest3 AddEdgeTest4 AddNodeTest0 AddNodeTest1 DelEdgeTest0 DelEdgeTest1 DelEdgeTest2 DelNodeTest0 DelNodeTest1 DelNodeTest2 NumEdgeTest0 NumEdgeTest1 NumNodeTest0 NumNodeTest1 , ,AddNodeTest2 , ,
5,Tue Nov 19 12:51:53 EST 2019,100,6,Assignment5Suite,AddEdgeTest0 AddEdgeTest1 AddEdgeTest2 AddEdgeTest3 AddEdgeTest4 AddNodeTest0 AddNodeTest1 AddNodeTest2+ DelEdgeTest0 DelEdgeTest1 DelEdgeTest2 DelNodeTest0 DelNodeTest1 DelNodeTest2 NumEdgeTest0 NumEdgeTest1 NumNodeTest0 NumNodeTest1 , , , ,
6,Tue Nov 19 16:12:15 EST 2019,100,0,Assignment5Suite,AddEdgeTest0 AddEdgeTest1 AddEdgeTest2 AddEdgeTest3 AddEdgeTest4 AddNodeTest0 AddNodeTest1 AddNodeTest2 DelEdgeTest0 DelEdgeTest1 DelEdgeTest2 DelNodeTest0 DelNodeTest1 DelNodeTest2 NumEdgeTest0 NumEdgeTest1 NumNodeTest0 NumNodeTest1 , , , ,
7,Tue Nov 19 18:15:04 EST 2019,100,0,Assignment5Suite,AddEdgeTest0 AddEdgeTest1 AddEdgeTest2 AddEdgeTest3 AddEdgeTest4 AddNodeTest0 AddNodeTest1 AddNodeTest2 DelEdgeTest0 DelEdgeTest1 DelEdgeTest2 DelNodeTest0 DelNodeTest1 DelNodeTest2 NumEdgeTest0 NumEdgeTest1 NumNodeTest0 NumNodeTest1 , , , ,
8,Wed Nov 20 12:28:52 EST 2019,100,0,Assignment5Suite,AddEdgeTest0 AddEdgeTest1 AddEdgeTest2 AddEdgeTest3 AddEdgeTest4 AddNodeTest0 AddNodeTest1 AddNodeTest2 DelEdgeTest0 DelEdgeTest1 DelEdgeTest2 DelNodeTest0 DelNodeTest1 DelNodeTest2 NumEdgeTest0 NumEdgeTest1 NumNodeTest0 NumNodeTest1 , , , ,
9,Wed Nov 20 15:09:35 EST 2019,100,0,Assignment5Suite,AddEdgeTest0 AddEdgeTest1 AddEdgeTest2 AddEdgeTest3 AddEdgeTest4 AddNodeTest0 AddNodeTest1 AddNodeTest2 DelEdgeTest0 DelEdgeTest1 DelEdgeTest2 DelNodeTest0 DelNodeTest1 DelNodeTest2 NumEdgeTest0 NumEdgeTest1 NumNodeTest0 NumNodeTest1 , , , ,
10,Wed Nov 20 20:38:13 EST 2019,100,0,Assignment5Suite,AddEdgeTest0 AddEdgeTest1 AddEdgeTest2 AddEdgeTest3 AddEdgeTest4 AddNodeTest0 AddNodeTest1 AddNodeTest2 DelEdgeTest0 DelEdgeTest1 DelEdgeTest2 DelNodeTest0 DelNodeTest1 DelNodeTest2 NumEdgeTest0 NumEdgeTest1 NumNodeTest0 NumNodeTest1 , , , ,
11,Wed Nov 20 20:38:34 EST 2019,95,20,Assignment5Suite,AddEdgeTest0 AddEdgeTest1 AddEdgeTest2 AddEdgeTest3 AddEdgeTest4 AddNodeTest0 AddNodeTest1 AddNodeTest2 DelEdgeTest0 DelEdgeTest1 DelEdgeTest2 DelNodeTest0 DelNodeTest1 DelNodeTest2 NumEdgeTest0 NumEdgeTest1 NumNodeTest0 NumNodeTest1 ShortestPathTest0+ ShortestPathTest1+ ShortestPathTest2+ ShortestPathTest4+ ShortestPathTest5+ , ,ShortestPathTest3- , ,
12,Wed Nov 20 22:52:26 EST 2019,75,-20,Assignment5Suite,AddEdgeTest0 AddEdgeTest1 AddEdgeTest2 AddEdgeTest3 AddEdgeTest4 AddNodeTest0 AddNodeTest1 AddNodeTest2 DelEdgeTest0 DelEdgeTest1 DelEdgeTest2 DelNodeTest0 DelNodeTest1 DelNodeTest2 NumEdgeTest0 NumEdgeTest1 NumNodeTest0 NumNodeTest1 , ,ShortestPathTest0- ShortestPathTest1- ShortestPathTest2- ShortestPathTest3 ShortestPathTest4- ShortestPathTest5- , ,
13,Thu Nov 21 11:27:04 EST 2019,95,20,Assignment5Suite,AddEdgeTest0 AddEdgeTest1 AddEdgeTest2 AddEdgeTest3 AddEdgeTest4 AddNodeTest0 AddNodeTest1 AddNodeTest2 DelEdgeTest0 DelEdgeTest1 DelEdgeTest2 DelNodeTest0 DelNodeTest1 DelNodeTest2 NumEdgeTest0 NumEdgeTest1 NumNodeTest0 NumNodeTest1 ShortestPathTest0+ ShortestPathTest1+ ShortestPathTest2+ ShortestPathTest4+ ShortestPathTest5+ , ,ShortestPathTest3 , ,
14,Thu Nov 21 11:38:05 EST 2019,95,0,Assignment5Suite,AddEdgeTest0 AddEdgeTest1 AddEdgeTest2 AddEdgeTest3 AddEdgeTest4 AddNodeTest0 AddNodeTest1 AddNodeTest2 DelEdgeTest0 DelEdgeTest1 DelEdgeTest2 DelNodeTest0 DelNodeTest1 DelNodeTest2 NumEdgeTest0 NumEdgeTest1 NumNodeTest0 NumNodeTest1 ShortestPathTest0 ShortestPathTest1 ShortestPathTest2 ShortestPathTest4 ShortestPathTest5 , ,ShortestPathTest3 , ,
15,Thu Nov 21 11:38:59 EST 2019,95,0,Assignment5Suite,AddEdgeTest0 AddEdgeTest1 AddEdgeTest2 AddEdgeTest3 AddEdgeTest4 AddNodeTest0 AddNodeTest1 AddNodeTest2 DelEdgeTest0 DelEdgeTest1 DelEdgeTest2 DelNodeTest0 DelNodeTest1 DelNodeTest2 NumEdgeTest0 NumEdgeTest1 NumNodeTest0 NumNodeTest1 ShortestPathTest0 ShortestPathTest1 ShortestPathTest2 ShortestPathTest4 ShortestPathTest5 , ,ShortestPathTest3 , ,
